food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,ML_Cluster,Category
sprouted soybean raw,85,4.7,0.7,1.1,2.6,6.7,0.0,9.2,0.8,0.0,0.005,48.3,0.0,0.0,0.2,0.1,0.0,0.045,0.8,0.7,0.1,10.7,0.0,0.0,0.0,46.9,0.3,1.5,50.4,0.5,114.8,338.8,0.045,21.8,0,Low-Cal Carb/Veggie
soybean raw,830,37.1,5.4,8.2,20.9,56.1,13.6,67.9,17.3,0.0,0.023,15.9,0.0,1.6,0.7,0.0,1.6,3.0,1.5,0.7,11.2,0.0,1.6,0.099,515.2,3.1,29.2,520.8,4.7,1309.4,3342.4,0.071,9.1,734.0,1,High Carb
tempeh cooked,55,3.2,1.0,1.1,0.7,2.6,0.0,5.1,0.0,0.0,0.084,16.9,0.0,0.021,0.022,0.07,0.1,0.6,0.1,0.079,0.0,0.0,0.0,0.0,27.2,0.2,0.6,21.8,0.4,71.6,113.5,0.0,0.4,38.7,0,Low-Cal Carb/Veggie
vanilla soymilk light,83,2.1,0.2,0.6,1.4,9.4,1.0,6.4,1.5,0.0,0.2,223.6,0.0,0.0,0.062,0.09,0.4,0.0,0.0,0.0,0.0,0.025,0.0,0.0,298.9,0.0,1.1,31.6,0.0,250.3,284.3,0.0,0.2,319.4,0,Low-Cal Carb/Veggie
chocolate soymilk,153,3.7,0.6,0.9,2.0,24.2,19.1,5.5,1.0,0.0,0.1,208.0,0.0,0.2,0.098,0.079,0.056,0.6,1.2,0.2,0.2,4.1,0.026,0.3,0.074,306.2,0.5,1.2,36.5,0.0,123.9,347.5,0.023,35.156,0,Low-Cal Carb/Veggie
soy oil,120,13.6,3.4,8.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0,Low-Cal Carb/Veggie
natto,169,8.8,1.3,1.9,5.0,11.5,3.9,14.2,4.3,0.0,0.026,44.0,0.0,0.0,0.1,0.089,0.0,0.2,0.0,0.2,0.1,10.4,0.0,0.009,0.085,173.6,0.5,6.9,92.0,1.2,139.2,583.2,0.033,39.429,0,Low-Cal Carb/Veggie
chrysanthemum raw,12,0.3,0.0,0.0,0.0,1.5,0.0,1.7,1.5,0.0,0.012,46.6,0.0,0.0,0.07,0.084,0.0,0.097,0.3,0.1,0.061,0.7,0.0,0.0,0.2,59.7,0.044,1.2,16.3,0.5,27.5,289.2,0.0,5.285,0,Low-Cal Carb/Veggie
gourd cooked,100,0.6,0.035,0.1,0.3,25.5,9.2,1.2,5.2,0.0,0.065,150.0,0.0,0.0,0.092,0.036,0.0,0.036,0.5,0.9,0.2,10.1,0.0,0.4,0.03,16.0,0.2,0.6,35.6,0.4,55.2,806.3,0.021,32.903,0,Low-Cal Carb/Veggie
cauliflower raw,3,0.081,0.094,0.061,0.07,0.6,0.2,0.2,0.3,0.0,0.042,12.0,0.0,0.0,0.085,0.012,0.0,0.082,0.014,0.087,0.019,6.3,0.0,0.055,0.033,2.9,0.01,0.077,2.0,0.003,5.7,38.9,0.05,1.337,0,Low-Cal Carb/Veggie
red cabbage raw,53,0.3,0.002,0.028,0.1,12.5,6.5,2.4,3.6,0.0,0.079,153.7,0.0,0.1,0.088,0.0,0.1,0.7,0.2,0.4,96.9,0.0,0.2,0.082,76.5,0.004,1.4,27.2,0.4,51.0,413.1,0.039,0.4,193.6,0,Low-Cal Carb/Veggie
broccoli raab raw,9,0.2,0.047,0.027,0.097,1.1,0.2,1.3,1.1,0.0,0.04,37.0,0.0,0.0,0.06,0.039,0.0,0.056,0.5,0.1,0.064,8.1,0.0,0.6,0.074,43.2,0.022,0.9,8.8,0.2,29.2,78.4,0.072,3.861,0,Low-Cal Carb/Veggie
napa cabbage cooked,13,0.2,0.0,0.0,0.0,2.4,0.0,1.2,0.0,0.0,0.012,105.0,0.0,0.051,0.094,0.0,0.096,0.5,0.07,0.052,3.5,0.0,0.0,0.0,31.6,0.1,0.8,8.7,0.2,20.7,94.8,0.025,0.2,39.7,0,Low-Cal Carb/Veggie
kelp,2,0.067,0.037,0.064,0.044,0.5,0.069,0.07,0.018,0.0,0.019,4.1,0.0,0.031,0.006,0.0,0.005,0.027,0.061,0.07,0.2,0.0,0.04,0.015,8.4,0.021,0.1,6.1,0.017,2.1,4.5,0.07,0.038,9.303,0,Low-Cal Carb/Veggie
shallots raw,18,0.061,0.041,0.015,0.074,4.2,2.0,0.6,0.8,0.0,0.044,20.0,0.0,0.0,0.04,0.083,0.0,0.07,0.089,0.003,0.016,2.0,0.0,0.025,0.007,9.3,0.004,0.3,5.3,0.046,15.0,83.5,0.091,5.833,0,Low-Cal Carb/Veggie
bamboo shoots raw,49,0.5,0.1,0.054,0.2,9.4,5.4,4.7,4.0,0.0,0.067,163.8,0.0,0.0,0.3,0.087,0.0,0.1,1.1,0.3,0.4,7.2,0.0,1.8,0.0,23.4,0.3,0.9,5.4,0.5,106.2,959.4,0.001,19.3,0,Low-Cal Carb/Veggie
jute cooked,32,0.2,0.004,0.022,0.022,6.3,0.9,3.2,1.7,0.0,0.043,75.8,0.0,0.021,0.076,0.0,0.2,0.8,0.02,0.5,28.7,0.0,0.083,0.059,183.6,0.2,2.7,53.9,0.1,62.6,478.5,0.052,0.7,226.4,0,Low-Cal Carb/Veggie
red lettuce,4,0.08,0.036,0.056,0.024,0.6,0.1,0.4,0.3,0.0,0.057,26.8,0.0,0.0,0.041,0.007,0.0,0.061,0.097,0.1,0.026,1.0,0.0,0.067,0.021,9.2,0.093,0.3,3.4,0.095,7.8,52.4,0.044,1.595,0,Low-Cal Carb/Veggie
broccoli cooked,98,1.1,0.2,0.1,0.5,20.1,3.9,6.7,9.2,0.0,0.1,249.9,0.0,0.0,0.2,0.3,0.0,0.3,1.5,1.7,0.6,181.7,0.0,4.1,0.4,112.0,0.2,1.9,58.8,0.5,187.6,820.4,0.008,38.3,0,Low-Cal Carb/Veggie
romanesco raw,20,0.2,0.038,0.085,0.006,3.9,1.9,1.9,2.0,0.0,0.025,57.5,0.0,0.025,0.091,0.0,0.094,0.5,0.4,0.1,56.4,0.0,0.095,0.085,21.1,0.051,0.5,12.8,0.2,39.7,192.0,0.087,0.4,86.0,0,Low-Cal Carb/Veggie
eggplant raw,115,0.8,0.2,0.047,0.3,26.9,16.2,4.5,13.7,0.0,0.028,422.7,0.0,0.2,0.1,0.0,0.2,3.0,1.3,0.4,10.1,0.0,1.4,0.052,41.2,0.4,1.1,64.1,1.1,109.9,1048.8,0.074,0.7,98.3,0,Low-Cal Carb/Veggie
leeks raw,54,0.3,0.049,0.076,0.1,12.6,3.5,1.3,1.6,0.0,0.003,73.9,0.0,0.0,0.056,0.087,0.0,0.038,0.4,0.1,0.2,10.7,0.0,0.8,0.011,52.5,0.1,1.9,24.9,0.4,31.2,160.2,0.03,16.132,0,Low-Cal Carb/Veggie
lemongrass citronella,5,0.076,0.067,0.091,0.082,1.2,0.0,0.038,0.0,0.0,0.024,3.4,0.0,0.05,0.011,0.0,0.097,0.018,0.082,0.034,0.1,0.0,0.0,0.0,3.1,0.082,0.4,2.9,0.3,4.8,34.7,0.031,0.1,4.937,0,Low-Cal Carb/Veggie
pumpkin cooked,49,0.2,0.019,0.1,0.085,12.0,5.1,1.8,2.7,0.0,0.006,229.5,0.0,0.0,0.004,0.057,0.0,0.2,1.0,0.5,0.1,11.5,0.0,2.0,0.098,36.8,0.2,1.4,22.1,0.2,73.5,563.5,0.054,17.005,0,Low-Cal Carb/Veggie
celery cooked,7,0.098,0.064,0.018,0.024,1.5,0.9,0.3,0.6,0.0,0.093,35.3,0.0,0.081,0.021,0.0,0.071,0.1,0.049,0.022,2.3,0.0,0.1,0.061,15.8,0.08,0.2,4.5,0.025,9.4,106.5,0.086,0.098,20.767,0,Low-Cal Carb/Veggie
serrano pepper,2,0.075,0.072,0.002,0.028,0.4,0.2,0.1,0.2,0.0,0.067,5.5,0.0,0.0,0.09,0.015,0.0,0.009,0.059,0.095,0.099,2.7,0.0,0.088,0.021,0.7,0.063,0.083,1.3,0.058,2.4,18.6,0.047,0.902,0,Low-Cal Carb/Veggie
nopales raw,14,0.063,0.018,0.039,0.044,2.9,1.0,1.1,1.9,0.0,0.076,80.9,0.0,0.024,0.059,0.0,0.07,0.4,0.1,0.079,8.0,0.0,0.0,0.039,141.0,0.06,0.5,44.7,0.4,13.8,221.0,0.099,0.2,155.484,0,Low-Cal Carb/Veggie
sweet potato leaves cooked,22,0.2,0.099,0.008,0.006,4.7,3.5,1.4,1.2,0.0,0.2,57.1,0.0,0.057,0.016,0.0,0.2,0.6,0.1,0.1,1.0,0.0,0.6,0.012,21.1,0.008,0.4,30.7,0.1,25.6,199.7,0.083,0.2,30.0,0,Low-Cal Carb/Veggie
eggplant cooked,33,0.2,0.049,0.056,0.09,8.1,3.2,0.8,2.5,0.0,0.2,88.8,0.0,0.066,0.086,0.0,0.028,0.6,0.008,0.081,1.3,0.0,0.4,0.021,5.9,0.042,0.2,10.9,0.1,14.9,121.8,0.0,0.1,19.0,0,Low-Cal Carb/Veggie
asparagus cooked,3,0.074,0.004,0.0,0.063,0.6,0.2,0.4,0.3,0.0,0.0,13.9,0.0,0.0,0.065,0.036,0.0,0.025,0.2,0.036,0.022,1.2,0.0,0.2,0.099,3.5,0.031,0.1,2.1,0.063,8.1,33.6,0.049,1.458,0,Low-Cal Carb/Veggie
rutabaga cooked,72,0.4,0.007,0.037,0.2,16.4,9.5,2.2,4.3,0.0,0.049,219.7,0.0,0.2,0.069,0.0,0.091,1.7,0.4,0.2,45.1,0.0,0.6,0.03,43.2,0.052,0.4,24.0,0.2,98.4,518.4,0.022,0.3,112.0,0,Low-Cal Carb/Veggie
parsnips raw,128,0.5,0.1,0.2,0.023,30.6,8.2,2.0,8.3,0.0,0.068,135.2,0.0,0.0,0.2,0.1,0.0,0.036,1.2,1.0,0.2,28.9,0.0,2.5,0.055,61.2,0.2,1.0,49.3,1.0,120.7,637.5,0.094,41.83,0,Low-Cal Carb/Veggie
sour pickles,17,0.3,0.079,0.018,0.1,3.5,1.6,0.5,1.9,0.0,1.9,145.8,0.0,0.0,0.013,0.0,0.006,0.0,0.069,0.096,1.6,0.0,0.1,0.038,0.0,0.1,0.6,6.2,0.036,21.7,35.7,0.0,0.079,8.4,0,Low-Cal Carb/Veggie
turnip greens cooked,29,0.3,0.091,0.065,0.1,6.3,0.8,1.6,5.0,0.0,0.4,134.2,0.0,0.077,0.2,0.0,0.1,0.6,0.4,0.3,39.5,0.0,2.7,0.5,197.3,0.4,1.2,31.7,0.5,41.8,292.3,0.013,0.2,251.2,0,Low-Cal Carb/Veggie
jerusalem artichokes,110,0.047,0.0,0.065,0.036,26.2,14.4,3.0,2.4,0.0,0.011,117.0,0.0,0.3,0.052,0.0,0.049,2.0,0.6,0.1,6.0,0.0,0.3,0.014,21.0,0.2,5.1,25.5,0.014,117.0,643.5,0.083,0.2,63.742,0,Low-Cal Carb/Veggie
collard raw,12,0.2,0.026,0.049,0.075,2.0,0.2,1.1,1.4,0.0,0.014,32.3,0.0,0.0,0.007,0.033,0.0,0.068,0.3,0.06,0.003,12.7,0.0,0.8,0.2,83.5,0.004,0.2,9.7,0.2,9.0,76.7,0.041,5.001,0,Low-Cal Carb/Veggie
chrysanthemum cooked,20,0.036,0.0,0.0,0.0,4.3,2.0,1.6,2.3,0.0,0.042,92.5,0.0,0.0,0.086,0.092,0.0,0.2,0.7,0.061,0.1,23.9,0.0,2.5,0.1,69.0,0.1,3.7,18.0,0.4,43.0,569.0,0.001,8.597,0,Low-Cal Carb/Veggie
oriental radish dried,314,0.8,0.3,0.1,0.4,73.5,43.3,9.2,27.7,0.0,0.3,22.8,0.0,0.3,0.3,0.0,0.8,3.9,2.2,0.7,0.0,0.0,0.008,0.031,729.6,1.9,7.8,197.2,0.6,236.6,4053.0,0.091,2.5,848.6,1,High Carb
tomatillos,42,1.3,0.2,0.2,0.6,7.7,5.2,1.3,2.5,0.0,0.019,121.0,0.0,0.088,0.093,0.0,0.099,2.4,0.2,0.074,15.4,0.0,0.5,0.033,9.2,0.1,0.8,26.4,0.2,51.5,353.8,0.055,0.3,38.2,0,Low-Cal Carb/Veggie
taro shoots raw,9,0.069,0.016,0.071,0.042,2.0,0.0,0.8,0.0,0.0,0.056,82.4,0.0,0.024,0.04,0.0,0.014,0.7,0.074,0.035,18.1,0.0,0.0,0.0,10.3,0.099,0.5,6.9,0.1,24.1,285.5,0.002,0.4,31.723,0,Low-Cal Carb/Veggie
acorn squash raw,172,0.4,0.091,0.086,0.2,44.9,0.0,3.4,6.5,0.0,0.017,378.3,0.0,0.6,0.06,0.0,0.071,3.0,1.7,0.7,47.4,0.0,0.0,0.0,142.2,0.3,3.0,137.9,0.7,155.2,1495.6,0.077,0.6,247.8,0,Low-Cal Carb/Veggie
leeks dried,10,0.026,0.08,0.055,0.031,2.4,0.0,0.5,0.3,0.0,0.077,0.018,0.0,0.056,0.089,0.0,0.008,0.1,0.076,0.023,3.8,0.0,0.0,0.0,11.5,0.047,0.2,5.2,0.014,11.1,76.8,0.092,0.096,18.709,0,Low-Cal Carb/Veggie
cabbage raw,70,0.3,0.054,0.066,0.021,16.2,9.0,3.6,7.0,0.0,0.006,258.1,0.0,0.0,0.2,0.1,0.0,0.1,0.7,0.6,0.3,102.5,0.0,0.4,0.2,112.0,0.083,1.3,33.6,0.4,72.8,476.0,0.057,27.635,0,Low-Cal Carb/Veggie
sweet red peppers cooked,19,0.1,0.012,0.094,0.087,4.5,3.2,0.7,0.9,0.0,0.2,67.1,0.0,0.041,0.055,0.0,0.049,0.3,0.066,0.2,124.8,0.0,1.2,0.016,6.6,0.069,0.3,7.3,0.023,13.1,121.2,0.059,0.055,137.9,0,Low-Cal Carb/Veggie
sweet red peppers raw,46,0.4,0.088,0.016,0.1,9.0,6.3,1.5,3.1,0.0,0.092,137.4,0.0,0.094,0.089,0.0,0.1,1.5,0.5,0.4,190.3,0.0,2.4,0.095,10.4,0.037,0.6,17.9,0.2,38.7,314.4,0.081,0.4,215.3,0,Low-Cal Carb/Veggie
cucumber peeled,16,0.2,0.1,0.068,0.087,2.9,1.8,0.8,0.9,0.0,0.098,128.7,0.0,0.0,0.049,0.066,0.0,0.095,0.048,0.3,0.082,4.3,0.0,0.006,0.052,18.6,0.018,0.3,16.0,0.058,27.9,180.9,0.027,4.903,0,Low-Cal Carb/Veggie
purslane raw,9,0.2,0.0,0.0,0.0,1.5,0.0,0.9,0.0,0.0,0.066,39.9,0.0,0.097,0.059,0.0,0.015,0.2,0.094,0.003,9.0,0.0,0.0,0.0,28.0,0.08,0.9,29.2,0.1,18.9,212.4,0.03,0.063,40.5,0,Low-Cal Carb/Veggie
peas onions cooked,81,0.4,0.055,0.049,0.2,15.5,6.8,4.6,4.0,0.0,0.5,158.7,0.0,0.3,0.078,0.0,0.1,1.9,0.2,0.2,12.4,0.0,0.019,0.053,25.2,0.1,1.7,23.4,0.3,61.2,210.6,0.042,0.5,63.8,0,Low-Cal Carb/Veggie
tomato cooked,22,0.1,0.086,0.069,0.041,4.9,3.1,1.2,0.9,0.0,0.029,116.0,0.0,0.0,0.054,0.052,0.0,0.074,0.7,0.2,0.096,28.0,0.0,0.7,0.054,13.5,0.052,0.8,11.1,0.1,34.4,268.1,0.0,7.36,0,Low-Cal Carb/Veggie
taro shoots cooked,20,0.1,0.068,0.003,0.037,4.5,0.0,1.0,0.0,0.0,0.3,133.4,0.0,0.024,0.014,0.0,0.035,1.1,0.1,0.2,26.5,0.0,0.0,0.0,19.6,0.1,0.6,11.2,0.2,36.4,481.6,0.083,0.8,52.3,0,Low-Cal Carb/Veggie
scots kale raw,28,0.4,0.072,0.015,0.2,5.6,0.0,1.9,1.1,0.0,0.059,58.3,0.0,0.05,0.08,0.0,0.09,0.9,0.057,0.2,87.1,0.0,0.0,0.0,137.4,0.2,2.0,59.0,0.4,41.5,301.5,0.011,0.2,235.5,0,Low-Cal Carb/Veggie
artichoke raw,60,0.2,0.056,0.019,0.01,13.5,1.3,4.2,6.9,0.0,0.1,108.7,0.0,0.0,0.097,0.058,0.0,0.03,1.3,0.4,0.1,15.0,0.0,0.2,0.045,56.3,0.3,1.6,76.8,0.3,115.2,473.6,0.056,25.274,0,Low-Cal Carb/Veggie
navy bean sprouts raw,70,0.7,0.05,0.042,0.4,13.6,0.0,6.4,0.0,0.0,0.063,82.3,0.0,0.4,0.1,0.0,0.2,1.3,0.9,0.2,19.6,0.0,0.0,0.0,15.6,0.4,2.0,105.0,0.4,104.0,319.3,0.001,0.9,57.9,0,Low-Cal Carb/Veggie
sweet pickles,146,0.7,0.1,0.021,0.2,33.8,29.2,0.9,1.6,0.0,0.7,121.9,0.0,0.079,0.077,0.0,0.006,0.2,0.037,0.005,1.1,0.0,0.6,0.018,97.6,0.021,0.4,11.2,0.1,28.8,160.0,0.0,0.2,136.1,0,Low-Cal Carb/Veggie
oriental radish cooked,25,0.4,0.1,0.026,0.2,5.0,2.7,1.0,2.4,0.0,0.4,139.7,0.0,0.0,0.059,0.0,0.089,0.2,0.2,0.021,22.2,0.0,0.0,0.016,25.0,0.1,0.2,13.2,0.041,35.3,419.0,0.019,0.2,56.2,0,Low-Cal Carb/Veggie
sweet potato leaves raw,15,0.2,0.088,0.045,0.049,3.1,0.0,0.9,1.9,0.0,0.073,30.4,0.0,0.031,0.0,0.0,0.1,0.4,0.07,0.042,3.9,0.0,0.0,0.1,27.3,0.0,0.3,24.5,0.0,28.4,177.8,0.068,0.0,37.6,0,Low-Cal Carb/Veggie
irishmoss,2,0.049,0.06,0.096,0.091,0.6,0.098,0.037,0.082,0.0,0.084,4.1,0.0,0.004,0.02,0.0,0.027,0.009,0.036,0.061,0.2,0.0,0.04,0.012,3.6,0.055,0.4,7.2,0.029,7.9,3.2,0.098,0.052,4.975,0,Low-Cal Carb/Veggie
drumstick leaves cooked,25,0.4,0.0,0.0,0.0,4.7,0.4,2.2,0.8,0.0,0.1,34.3,0.0,0.041,0.091,0.0,0.2,0.8,0.007,0.4,13.0,0.0,0.084,0.085,63.4,0.004,1.0,63.4,0.4,28.1,144.5,0.042,0.2,85.5,0,Low-Cal Carb/Veggie
winter squash raw,39,0.2,0.019,0.089,0.086,10.0,2.6,1.1,1.7,0.0,0.027,104.1,0.0,0.054,0.08,0.0,0.001,0.6,0.2,0.2,14.3,0.0,0.1,0.021,32.5,0.051,0.7,16.2,0.2,26.7,406.0,0.049,0.2,60.5,0,Low-Cal Carb/Veggie
pumpkin raw,30,0.1,0.065,0.044,0.004,7.5,3.2,1.2,0.6,0.0,0.062,106.3,0.0,0.009,0.036,0.0,0.1,0.7,0.3,0.071,10.4,0.0,1.2,0.012,24.4,0.1,0.9,13.9,0.1,51.0,394.4,0.093,0.4,45.1,0,Low-Cal Carb/Veggie
chicory greens,7,0.096,0.078,0.06,0.018,1.4,0.2,0.5,1.2,0.0,0.017,26.7,0.0,0.0,0.033,0.021,0.0,0.008,0.1,0.3,0.062,7.0,0.0,0.7,0.079,29.0,0.081,0.3,8.7,0.1,13.6,121.8,0.015,3.279,0,Low-Cal Carb/Veggie
spinach cooked,41,0.5,0.042,0.01,0.2,6.8,0.8,5.3,4.3,0.0,0.1,164.2,0.0,0.0,0.2,0.3,0.0,0.4,0.9,0.3,0.4,17.6,0.0,3.7,0.9,244.8,0.3,6.4,156.6,1.7,100.8,838.8,0.029,18.5,0,Low-Cal Carb/Veggie
radish pickled,42,0.5,0.1,0.068,0.2,7.8,3.0,1.7,3.3,0.0,1.2,137.3,0.0,0.054,0.001,0.0,0.021,0.5,0.3,0.2,0.0,0.0,0.0,0.008,42.0,0.3,0.3,12.0,0.072,46.5,499.5,0.054,0.3,55.6,0,Low-Cal Carb/Veggie
sweet onion,106,0.3,0.0,0.0,0.0,25.0,16.6,2.6,3.0,0.0,0.063,302.0,0.0,0.0,0.1,0.047,0.0,0.062,0.4,0.3,0.4,15.9,0.0,0.038,0.033,66.2,0.2,0.9,29.8,0.3,89.4,393.9,0.067,31.6,0,Low-Cal Carb/Veggie
salsify cooked,92,0.2,0.0,0.0,0.0,20.7,3.9,3.7,4.2,0.0,0.028,109.4,0.0,0.042,0.031,0.0,0.2,0.5,0.4,0.3,6.2,0.0,0.3,0.099,63.5,0.05,0.7,24.3,0.3,75.6,382.1,0.002,0.4,99.2,0,Low-Cal Carb/Veggie
radish seeds sprouted,16,1.0,0.3,0.2,0.4,1.4,0.0,1.4,0.0,0.0,0.067,34.2,0.0,0.006,0.077,0.0,0.054,1.1,0.3,0.1,11.0,0.0,0.0,0.0,19.4,0.07,0.3,16.7,0.082,42.9,32.7,0.073,0.2,34.5,0,Low-Cal Carb/Veggie
turnips raw,51,0.2,0.074,0.098,0.04,11.8,7.0,1.6,3.3,0.0,0.1,168.1,0.0,0.0,0.054,0.083,0.0,0.047,0.7,0.4,0.2,38.4,0.0,0.088,0.057,54.9,0.2,0.5,20.1,0.2,49.4,349.5,0.055,17.384,0,Low-Cal Carb/Veggie
burdock root raw,85,0.2,0.069,0.056,0.094,20.5,3.4,1.8,3.9,0.0,0.008,94.5,0.0,0.021,0.088,0.0,0.057,0.4,0.4,0.3,3.5,0.0,0.4,0.061,48.4,0.073,0.9,44.8,0.3,60.2,363.4,0.097,0.4,79.2,0,Low-Cal Carb/Veggie
red cabbage cooked,49,0.2,0.058,0.001,0.095,11.8,5.6,2.6,4.4,0.0,0.047,154.4,0.0,0.0,0.1,0.098,0.0,0.1,0.6,0.3,0.4,18.4,0.0,0.2,0.049,71.4,0.032,1.1,28.9,0.4,56.1,445.4,0.068,19.534,0,Low-Cal Carb/Veggie
jute raw,10,0.046,0.0,0.026,0.08,1.6,0.0,1.3,0.0,0.0,0.042,24.6,0.0,0.0,0.043,0.02,0.0,0.2,0.4,0.011,0.2,10.4,0.0,0.0,0.0,58.2,0.049,1.3,17.9,0.009,23.2,156.5,0.009,3.197,0,Low-Cal Carb/Veggie
hot chile pepper dried,2,0.054,0.001,0.011,0.077,0.3,0.2,0.054,0.1,0.0,0.041,0.087,0.0,0.071,0.048,0.0,0.028,0.085,0.091,0.023,0.2,0.0,0.079,0.046,0.2,0.016,0.062,0.4,0.076,0.8,9.4,0.043,0.059,1.07,0,Low-Cal Carb/Veggie
salsify raw,109,0.3,0.0,0.0,0.0,24.7,0.0,4.4,4.4,0.0,0.093,102.4,0.0,0.0,0.1,0.066,0.0,0.3,0.7,0.5,0.4,10.6,0.0,0.0,0.0,79.8,0.1,0.9,30.6,0.4,99.8,505.4,0.06,34.3,0,Low-Cal Carb/Veggie
crookneck squash raw,24,0.3,0.1,0.057,0.1,4.9,4.5,1.3,1.3,0.0,0.047,119.7,0.0,0.085,0.076,0.0,0.079,0.6,0.2,0.1,24.5,0.0,0.2,0.097,26.7,0.1,0.6,25.4,0.2,40.6,281.9,0.094,0.4,59.6,0,Low-Cal Carb/Veggie
indian squash cooked,38,0.4,0.0,0.0,0.0,7.6,4.7,0.7,3.5,0.0,0.0,226.1,0.0,0.064,0.098,0.0,0.016,0.2,0.1,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0,Low-Cal Carb/Veggie
poi,269,0.3,0.063,0.058,0.1,65.4,0.9,0.9,1.0,0.0,0.091,171.9,0.0,0.0,0.3,0.08,0.0,0.031,2.6,0.7,0.7,9.6,0.0,5.5,0.022,38.4,0.4,2.1,57.6,0.9,93.6,439.2,0.098,68.761,0,Low-Cal Carb/Veggie
sesbania flower cooked,22,0.007,0.0,0.0,0.0,5.3,0.0,1.2,0.0,0.0,0.3,97.0,0.0,0.028,0.005,0.0,0.012,0.3,0.0,0.0,38.5,0.0,0.0,0.0,22.9,0.0,0.6,12.5,0.0,21.8,111.3,0.025,0.0,68.544,0,Low-Cal Carb/Veggie
acorn squash cooked,115,0.3,0.023,0.072,0.1,29.9,0.0,2.3,9.0,0.0,0.5,169.9,0.0,0.3,0.031,0.0,0.008,1.8,1.0,0.4,22.1,0.0,0.0,0.0,90.2,0.2,1.9,88.2,0.5,92.3,895.9,0.07,0.3,155.7,0,Low-Cal Carb/Veggie
cauliflower cooked,29,0.6,0.055,0.019,0.3,5.1,2.6,2.3,2.9,0.0,0.094,115.3,0.0,0.0,0.008,0.062,0.0,0.056,0.5,0.6,0.2,54.9,0.0,0.004,0.068,19.8,0.041,0.4,11.2,0.2,39.7,176.1,0.059,11.26,0,Low-Cal Carb/Veggie
crookneck squash cooked,34,0.7,0.1,0.089,0.2,6.8,4.5,1.9,2.0,0.0,0.4,169.7,0.0,0.072,0.014,0.0,0.049,0.9,0.6,0.1,20.9,0.0,0.2,0.002,39.6,0.1,0.7,28.8,0.3,52.2,318.6,0.059,0.4,72.6,0,Low-Cal Carb/Veggie
laver seaweed,1,0.012,0.066,0.045,0.052,0.1,0.071,0.2,0.09,0.0,0.075,2.2,0.0,0.005,0.089,0.0,0.096,0.057,0.068,0.013,1.0,0.0,0.062,0.052,1.8,0.073,0.087,0.049,0.021,1.5,9.3,0.08,0.09,3.176,0,Low-Cal Carb/Veggie
mountain yam cooked,119,0.1,0.014,0.007,0.099,29.0,0.0,2.5,0.0,0.0,0.4,111.9,0.0,0.1,0.089,0.0,0.081,0.2,0.7,0.3,0.0,0.0,0.0,0.0,11.6,0.2,0.6,14.5,0.4,58.0,717.8,0.026,0.5,43.8,0,Low-Cal Carb/Veggie
pumpkin flowers raw,5,0.084,0.049,0.099,0.05,1.1,0.0,0.3,0.0,0.0,0.066,31.4,0.0,0.0,0.026,0.0,0.079,0.2,0.0,0.0,9.2,0.0,0.0,0.0,12.9,0.0,0.2,7.9,0.0,16.2,57.1,0.075,0.0,23.71,0,Low-Cal Carb/Veggie
mustard greens raw,15,0.2,0.072,0.071,0.035,2.6,0.7,1.6,1.8,0.0,0.004,50.8,0.0,0.088,0.026,0.0,0.097,0.4,0.1,0.1,39.2,0.0,1.1,0.1,64.4,0.018,0.9,17.9,0.0,32.5,215.0,0.076,0.1,110.7,0,Low-Cal Carb/Veggie
arrowhead,12,0.084,0.0,0.0,0.0,2.4,0.0,0.6,0.0,0.0,0.082,8.7,0.0,0.029,0.06,0.0,0.084,0.2,0.09,0.012,0.1,0.0,0.0,0.0,1.2,0.066,0.3,6.1,0.072,20.9,110.6,0.09,0.094,4.68,0,Low-Cal Carb/Veggie
japanese cabbage,45,0.2,0.092,0.081,0.092,8.5,2.0,2.4,4.7,0.0,0.4,137.1,0.0,0.0,0.094,0.0,0.029,0.3,0.3,0.2,1.1,0.0,0.2,0.2,72.0,0.037,0.7,18.0,0.4,64.5,1279.5,0.008,0.3,89.6,0,Low-Cal Carb/Veggie
mung bean sprouts cooked,24,0.1,0.05,0.007,0.062,4.5,3.5,2.5,1.0,0.0,0.3,115.8,0.0,0.02,0.092,0.0,0.1,1.0,0.3,0.032,14.1,0.0,0.061,0.039,14.9,0.2,0.8,17.4,0.2,34.7,125.2,0.0,0.6,37.9,0,Low-Cal Carb/Veggie
